,prefix,input_text,target_text
250,DART,Squeeze_(The_Velvet_Underground_album) | subsequentWork | 1969:_The_Velvet_Underground_Live && Squeeze_(The_Velvet_Underground_album) | followedBy | 1969:_The_Velvet_Underground_Live,Squeeze was followed by the album 1969: The Velvet Underground Live.
251,DART,Squeeze_(The_Velvet_Underground_album) | subsequentWork | 1969:_The_Velvet_Underground_Live && Squeeze_(The_Velvet_Underground_album) | followedBy | 1969:_The_Velvet_Underground_Live,The Velvet Underground album Squeeze was followed by the live album 1969: The Velvet Underground Live.
252,DART,Squeeze_(The_Velvet_Underground_album) | subsequentWork | 1969:_The_Velvet_Underground_Live && Squeeze_(The_Velvet_Underground_album) | followedBy | 1969:_The_Velvet_Underground_Live,The Velvet Underground album Squeeze is followed by the album 1969: The Velvet Underground Live.
253,DART,"Alan_B._Miller_Hall | owner | College_of_William_&_Mary && Alan_B._Miller_Hall | buildingEndDate | ""1 June 2009"" && Alan_B._Miller_Hall | owner | College_of_William_&_Mary && Alan_B._Miller_Hall | completionDate | 2009-06-01 && Alan_B._Miller_Hall | owner | College_of_William_&_Mary",Alan B. Miller Hall which is owned by the College of William and Mary was completed on 1st June 2009.
254,DART,"Alan_B._Miller_Hall | owner | College_of_William_&_Mary && Alan_B._Miller_Hall | buildingEndDate | ""1 June 2009"" && Alan_B._Miller_Hall | owner | College_of_William_&_Mary && Alan_B._Miller_Hall | completionDate | 2009-06-01 && Alan_B._Miller_Hall | owner | College_of_William_&_Mary","Completed on June 1st, 2009, Alan B. Miller Hall is owned by the College of William and Mary."
255,DART,"Alan_B._Miller_Hall | owner | College_of_William_&_Mary && Alan_B._Miller_Hall | buildingEndDate | ""1 June 2009"" && Alan_B._Miller_Hall | owner | College_of_William_&_Mary && Alan_B._Miller_Hall | completionDate | 2009-06-01 && Alan_B._Miller_Hall | owner | College_of_William_&_Mary","The Alan B. Miller Hall, which is owned by The College of William and Mary, was completed on 1st June 2009."
256,DART,Bootleg_Series_Volume_1:_The_Quine_Tapes | artist | The_Velvet_Underground && Bootleg_Series_Volume_1:_The_Quine_Tapes | producer | The_Velvet_Underground && Bootleg_Series_Volume_1:_The_Quine_Tapes | runtime | 230.05 && Bootleg_Series_Volume_1:_The_Quine_Tapes | recordedIn | United_States && Bootleg_Series_Volume_1:_The_Quine_Tapes | genre | Rock_music,"The Bootleg Series Volume I: The Quine Tapes, a rock music genre,with runtime of 230:05 was produced and released by Velvet Underground. It was recorded in the United States."
257,DART,Bootleg_Series_Volume_1:_The_Quine_Tapes | artist | The_Velvet_Underground && Bootleg_Series_Volume_1:_The_Quine_Tapes | producer | The_Velvet_Underground && Bootleg_Series_Volume_1:_The_Quine_Tapes | runtime | 230.05 && Bootleg_Series_Volume_1:_The_Quine_Tapes | recordedIn | United_States && Bootleg_Series_Volume_1:_The_Quine_Tapes | genre | Rock_music,"The Bootleg Series Volume I: The Quine Tapes, produced and created by The Velvet Underground with run time of 230.05 minutes was recorded in the United States. It belongs to rock genre."
258,DART,Bootleg_Series_Volume_1:_The_Quine_Tapes | artist | The_Velvet_Underground && Bootleg_Series_Volume_1:_The_Quine_Tapes | producer | The_Velvet_Underground && Bootleg_Series_Volume_1:_The_Quine_Tapes | runtime | 230.05 && Bootleg_Series_Volume_1:_The_Quine_Tapes | recordedIn | United_States && Bootleg_Series_Volume_1:_The_Quine_Tapes | genre | Rock_music,"The album Bootleg Series Volume 1: The Quine Tapes by The Velvet Underground in the Rock music genre, was produced by The Velvet Underground and recorded in the United States. It lasts 230.05 minutes."
259,DART,Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | dishVariation | Honey && Bionico | country | Mexico,Bionico (served at the dessert course) is a food found in Mexico. The currency in Mexico is the Mexican peso inhabited by the Mexicans. Honey can be added to bionico.
260,DART,Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | dishVariation | Honey && Bionico | country | Mexico,Bionico is a dessert food that can be made with honey and is found in Mexico. Mexico is inhabited by Mexicans and their currency is the peso.
261,DART,Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | dishVariation | Honey && Bionico | country | Mexico,"Bionico (served at the dessert course) is a food found in Mexico. Honey can be used as a variation in the dish Bionico, the currency in Mexico is the peso inhabited by Mexicans."
262,DART,"Gdynia | timeZone | Central_European_Summer_Time && Gdynia,_Poland | timeZone | Central_European_Summer_Time","Gdynia, Poland follows the Central European Summer Time timezone."
263,DART,"Gdynia | timeZone | Central_European_Summer_Time && Gdynia,_Poland | timeZone | Central_European_Summer_Time","Gdynia, Poland is in the Central European Summer Time zone."
264,DART,"Gdynia | timeZone | Central_European_Summer_Time && Gdynia,_Poland | timeZone | Central_European_Summer_Time","The time zone for Gdynia, Poland is Central European summer time."
265,DART,Lionsgate | type | Public_company && Super_Capers | distributor | Lionsgate && Super_Capers | distributor | Roadside_Attractions && Lionsgate | type | Public_company && Super_Capers | distributor | Lionsgate,Super Capers was distributed by the public company Lionsgate. It was also distributed by Roadside Attractions.
266,DART,Lionsgate | type | Public_company && Super_Capers | distributor | Lionsgate && Super_Capers | distributor | Roadside_Attractions && Lionsgate | type | Public_company && Super_Capers | distributor | Lionsgate,Roadside Attractions distributed Super Capers which was also distributed by the public company Lionsgate.
267,DART,Lionsgate | type | Public_company && Super_Capers | distributor | Lionsgate && Super_Capers | distributor | Roadside_Attractions && Lionsgate | type | Public_company && Super_Capers | distributor | Lionsgate,"The movie Super Capers is distributed by Roadside Attractions and Lionsgate, a public company."
268,DART,Nurhan_Atasoy | nationality | Turkish_people && Nurhan_Atasoy | nationality | Turkish_people,"In terms of nationality, Nurhan Atasoy is a Turkish person."
269,DART,Nurhan_Atasoy | nationality | Turkish_people && Nurhan_Atasoy | nationality | Turkish_people,Nurhan Atasoy is of Turkish nationality.
270,DART,Nurhan_Atasoy | nationality | Turkish_people && Nurhan_Atasoy | nationality | Turkish_people,Nurhan Atasoy's nationality is that of Turkish people.
271,DART,"11th_Mississippi_Infantry_Monument | category | Contributing_property && 11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSouthwest | Frederick_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property","The 11th Mississippi Infantry Monument was established in 2000 and is categorized as a Contributing Property. The monument is situated in Adams County, Pennsylvania which has Frederick County, Maryland to its southwest."
272,DART,"11th_Mississippi_Infantry_Monument | category | Contributing_property && 11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSouthwest | Frederick_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property","The 11th Mississippi Infantry Monument, which was built in the year 2000, falls under the category of contributing property. The monument is located in Adams County, Pennsylvania which has Frederick County, Maryland to the southwest."
273,DART,"11th_Mississippi_Infantry_Monument | category | Contributing_property && 11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSouthwest | Frederick_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property","A monument to the 11th Mississippi Infantry was erected in Adams County, Pennsylvania in the year 2000. Frederick County, Maryland is southwest of Adams County Pennsylvania. The 11th Mississippi Infantry Monument is in the category of a contributing property."
274,DART,Mermaid_(Train_song) | releaseDate | 2012-12-27 && Mermaid_(Train_song) | precededBy | This'll_Be_My_Year && Mermaid_(Train_song) | writer | Espen_Lind && Mermaid_(Train_song) | runtime | 3.16 && Mermaid_(Train_song) | writer | Amund_Bjørklund,"The train song Mermaid, released on Dec. 27th, 2012 and written by Amund Bjorklund and Espen Lind, was preceded by the song This'll Be My Year. Mermaid lasts 3.16 minutes."
275,DART,Mermaid_(Train_song) | releaseDate | 2012-12-27 && Mermaid_(Train_song) | precededBy | This'll_Be_My_Year && Mermaid_(Train_song) | writer | Espen_Lind && Mermaid_(Train_song) | runtime | 3.16 && Mermaid_(Train_song) | writer | Amund_Bjørklund,"Train released their song Mermaid on December 27th, 2012. The song was written by Amund Bjorklund and Espen Lind, and runs three minutes and sixteen seconds long. Train's most recent song before Mermaid was This'll Be My Year."
276,DART,Mermaid_(Train_song) | releaseDate | 2012-12-27 && Mermaid_(Train_song) | precededBy | This'll_Be_My_Year && Mermaid_(Train_song) | writer | Espen_Lind && Mermaid_(Train_song) | runtime | 3.16 && Mermaid_(Train_song) | writer | Amund_Bjørklund,"Mermaid by Train was written by Espen Lind and Amund Bjorklund. The song, which runs 3 minutes and 16 seconds long, was released on December 27th, 2012. Train's most recent song before Mermaid was This'll Be My Year."
277,DART,Ciudad_Ayala | isPartOf | Morelos && Morelos | leaderName | Graco_Ramírez && Ciudad_Ayala | isPartOf | Morelos && Morelos | leader | Graco_Ramírez,Graco Ramirez leads Ciudad Ayala in Morelos.
278,DART,Ciudad_Ayala | isPartOf | Morelos && Morelos | leaderName | Graco_Ramírez && Ciudad_Ayala | isPartOf | Morelos && Morelos | leader | Graco_Ramírez,Ciudad Ayala is part of Morelos and Graco Ramírez is a leader.
279,DART,Ciudad_Ayala | isPartOf | Morelos && Morelos | leaderName | Graco_Ramírez && Ciudad_Ayala | isPartOf | Morelos && Morelos | leader | Graco_Ramírez,"Ciudad Ayala is a part of Morelos, which Graco Ramírez is a leading official of."
280,DART,"Bionico | country | Mexico && Mexico | currency | Mexican_peso && Bionico | course | Dessert && Bionico | mainIngredient | ""Chopped Fruits, Sour Cream, Condensed Milk, Granola, Shredded Coconut, Raisins"" && Bionico | country | Mexico","Sour cream, chopped fruits, condensed milk, granola, raisins and shredded coconut are the main ingredients in Bionico which is a dessert served in Mexico where the local currency is the peso."
281,DART,"Bionico | country | Mexico && Mexico | currency | Mexican_peso && Bionico | course | Dessert && Bionico | mainIngredient | ""Chopped Fruits, Sour Cream, Condensed Milk, Granola, Shredded Coconut, Raisins"" && Bionico | country | Mexico","Bionico is a dessert food found in Mexico. Chopped fruits, sour cream, condensed milk, granola, shredded coconut and raisins are the main ingredients in Bionico. The currency of Mexico is the Peso."
282,DART,"Bionico | country | Mexico && Mexico | currency | Mexican_peso && Bionico | course | Dessert && Bionico | mainIngredient | ""Chopped Fruits, Sour Cream, Condensed Milk, Granola, Shredded Coconut, Raisins"" && Bionico | country | Mexico","Bionico is a dish served for dessert in Mexico where the currency is the peso. The main ingredients of Bionico are chopped fruits, sour cream, condensed milk, granola, shredded coconut and raisins."
283,DART,Brandon_Carter | field | General_relativity && Brandon_Carter | professionalField | General_relativity,Brandon Carter is a professional in the field of general relativity.
284,DART,Brandon_Carter | field | General_relativity && Brandon_Carter | professionalField | General_relativity,General Relativity is Brandon Carter's professional field.
285,DART,Brandon_Carter | field | General_relativity && Brandon_Carter | professionalField | General_relativity,Brandon Carter is a physicist whose professional field was on General Relativity.
286,DART,University_of_Burgundy | country | France && France | leader | Claude_Bartolone && University_of_Burgundy | country | France && France | leader | Claude_Bartolone,"The University of Burgundy is located in France, where one of the leaders is Claude Bartolone."
287,DART,University_of_Burgundy | country | France && France | leader | Claude_Bartolone && University_of_Burgundy | country | France && France | leader | Claude_Bartolone,The University of Burgundy is in France which is led by Claude Bartolone.
288,DART,University_of_Burgundy | country | France && France | leader | Claude_Bartolone && University_of_Burgundy | country | France && France | leader | Claude_Bartolone,"Claude Bartolone is the leader of France, the location of the University of Burgundy."
289,DART,Nie_Haisheng | birthPlace | Hubei && Nie_Haisheng | birthPlace | Hubei,Nie Haisheng was born in Hubei.
290,DART,Nie_Haisheng | birthPlace | Hubei && Nie_Haisheng | birthPlace | Hubei,Nie Haisheng was born in Hubei Province.
291,DART,Nie_Haisheng | birthPlace | Hubei && Nie_Haisheng | birthPlace | Hubei,The birthplace of Nie Haisheng is Hubei.
292,DART,"Olga_Bondareva | birthName | Olga Nikolaevna Bondareva && Olga_Bondareva | almaMater | Leningrad_State_University && Olga_Bondareva | knownFor | Bondareva–Shapley_theorem && Olga_Bondareva | birthName | ""Olga Nikolaevna Bondareva"" && Olga_Bondareva | almaMater | Leningrad_State_University","Olga Bondareva, born ""Olga Nikolaevna Bondareva"" and a student of Leningrad State University, was known for the Bondareva-Shapley theorem."
293,DART,"Olga_Bondareva | birthName | Olga Nikolaevna Bondareva && Olga_Bondareva | almaMater | Leningrad_State_University && Olga_Bondareva | knownFor | Bondareva–Shapley_theorem && Olga_Bondareva | birthName | ""Olga Nikolaevna Bondareva"" && Olga_Bondareva | almaMater | Leningrad_State_University","Olga Bondareva is known for the Bondareva-Shapley theorem, described by Olga Nikolaevna Bondareva in Leningrad State University."
294,DART,"Olga_Bondareva | birthName | Olga Nikolaevna Bondareva && Olga_Bondareva | almaMater | Leningrad_State_University && Olga_Bondareva | knownFor | Bondareva–Shapley_theorem && Olga_Bondareva | birthName | ""Olga Nikolaevna Bondareva"" && Olga_Bondareva | almaMater | Leningrad_State_University","Olga Bondareva, birth name Olga Nikolaevna Bondareva, graduated from Leningrad State University. She is known for the Bondareva-Shapley theorem."
295,DART,Darinka_Dentcheva | field | Mathematical_optimization && Darinka_Dentcheva | almaMater | Humboldt_University && Darinka_Dentcheva | professionalField | Mathematical_optimization && Darinka_Dentcheva | almaMater | Humboldt_University,"Darinka Dentcheva, a Humboldt University graduate, is a mathematician working in the field of mathematical optimization."
296,DART,Darinka_Dentcheva | field | Mathematical_optimization && Darinka_Dentcheva | almaMater | Humboldt_University && Darinka_Dentcheva | professionalField | Mathematical_optimization && Darinka_Dentcheva | almaMater | Humboldt_University,Darinka Dentcheva is a professional in the field of mathematical optimization who went to Humboldt University.
297,DART,Darinka_Dentcheva | field | Mathematical_optimization && Darinka_Dentcheva | almaMater | Humboldt_University && Darinka_Dentcheva | professionalField | Mathematical_optimization && Darinka_Dentcheva | almaMater | Humboldt_University,"Humboldt University is the alma mater of Darinka Dentcheva, whose professional field is Mathematical optimization."
298,DART,English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | producer | Anatole_de_Grunwald,"""English Without Tears"" was produced by Anatole de Grunwald."
299,DART,English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | producer | Anatole_de_Grunwald,Anatole de Grunwald was the producer of 'English Without Tears'.
300,DART,English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | producer | Anatole_de_Grunwald,Anatole de Grunwald is the producer of English Without Tears.
301,DART,"Andrew_Rayel | genre | Trance_music && Andrew_Rayel | associatedActs | ""Armin Van Buuren, Bobina, Mark Sixma, Jonathan Mendelsohn, Christian Burns, Jwaydan, Alexander Popov, Jano, Alexandre Bergheau, Jonny Rose, Sylvia Tosun, Lira Yin, Alexandra Badoi""@en && Andrew_Rayel | genre | Trance_music && Andrew_Rayel | associatedBand/associatedMusicalArtist | ""Armin Van Buuren, Bobina, Mark Sixma, Jonathan Mendelsohn, Christian Burns, Jwaydan, Alexander Popov, Jano, Alexandre Bergheau, Jonny Rose, Sylvia Tosun, Lira Yin, Alexandra Badoi""","Andrew Rayel's genre is trance music and it is associated with artists such as Armin Van Buuren, Bobina, Mark Sixma, Jonathan Mendelsohn, Christian Burns, Jwaydan, Alexander Popov, Jano, Alexandre Bergheau, Jonny Rose, Sylvia Tosun, Lira Yin, and Alexandra Badoi."
302,DART,"Andrew_Rayel | genre | Trance_music && Andrew_Rayel | associatedActs | ""Armin Van Buuren, Bobina, Mark Sixma, Jonathan Mendelsohn, Christian Burns, Jwaydan, Alexander Popov, Jano, Alexandre Bergheau, Jonny Rose, Sylvia Tosun, Lira Yin, Alexandra Badoi""@en && Andrew_Rayel | genre | Trance_music && Andrew_Rayel | associatedBand/associatedMusicalArtist | ""Armin Van Buuren, Bobina, Mark Sixma, Jonathan Mendelsohn, Christian Burns, Jwaydan, Alexander Popov, Jano, Alexandre Bergheau, Jonny Rose, Sylvia Tosun, Lira Yin, Alexandra Badoi""","Andrew Rayel, who is active in the trance musical genre, is associated with the following musical artists: Armin Van Buuren, Bobina, Mark Sixma, Jonathan Mendelsohn, Christian Burns, Jwaydan, Alexander Popov, Jano, Alexandre Bergheau, Jonny Rose, Sylvia Tosun, Lira Yin and Alexandra Badoi."
303,DART,"Andrew_Rayel | genre | Trance_music && Andrew_Rayel | associatedActs | ""Armin Van Buuren, Bobina, Mark Sixma, Jonathan Mendelsohn, Christian Burns, Jwaydan, Alexander Popov, Jano, Alexandre Bergheau, Jonny Rose, Sylvia Tosun, Lira Yin, Alexandra Badoi""@en && Andrew_Rayel | genre | Trance_music && Andrew_Rayel | associatedBand/associatedMusicalArtist | ""Armin Van Buuren, Bobina, Mark Sixma, Jonathan Mendelsohn, Christian Burns, Jwaydan, Alexander Popov, Jano, Alexandre Bergheau, Jonny Rose, Sylvia Tosun, Lira Yin, Alexandra Badoi""","Andrew Rayel is a Trance music performer associated with other artists like Armin Van Buuren, Bobina, Mark Sixma, Jonathan Mendelsohn, Christian Burns, Jwaydan, Alexander Popov, Jano, Alexandre Bergheau, Jonny Rose, Sylvia Tosun, Lira Yin and Alexandra Badoi."
304,DART,Aaron_Turner | instrument | Electric_guitar && Aaron_Turner | genre | Post-metal && Aaron_Turner | origin | United_States && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band) && Aaron_Turner | instrument | Electric_guitar,US born Aaron Turner plays electric guitar for the post metal band Twilight.
305,DART,Aaron_Turner | instrument | Electric_guitar && Aaron_Turner | genre | Post-metal && Aaron_Turner | origin | United_States && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band) && Aaron_Turner | instrument | Electric_guitar,American guitarist Aaron Turner is a post-metal musician who played electric guitar with the band Twilight.
306,DART,Aaron_Turner | instrument | Electric_guitar && Aaron_Turner | genre | Post-metal && Aaron_Turner | origin | United_States && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band) && Aaron_Turner | instrument | Electric_guitar,Aaron Turner (from United States) who is a performer of post metal plays the electric guitar in the band Twilight.
307,DART,"BBC | city | Broadcasting_House && Bananaman | starring | Bill_Oddie && Bananaman | creator | John_Geering && Bananaman | broadcastedBy | BBC && Bananaman | firstAired | ""1983-10-03""","BBC broadcast Bananaman, a show created by John Geering and starring Bill Oddie. Broadcasting House is a location owned by the BBC, the channel that broadcasts this show which first aired on 10/03/83."
308,DART,"BBC | city | Broadcasting_House && Bananaman | starring | Bill_Oddie && Bananaman | creator | John_Geering && Bananaman | broadcastedBy | BBC && Bananaman | firstAired | ""1983-10-03""","The show Bananaman, starring Bill Oddie, was first broadcast on 10/03/83 by the BBC, whose headquarters are Broadcasting House. The character Bananaman was created by John Geering."
309,DART,"BBC | city | Broadcasting_House && Bananaman | starring | Bill_Oddie && Bananaman | creator | John_Geering && Bananaman | broadcastedBy | BBC && Bananaman | firstAired | ""1983-10-03""","Created by John Geering and first broadcast in 1983, Bananaman starred the actor Bill Oddie. It was broadcast by the London based Broadcasting House, known as the BBC."
310,DART,"Alan_B._Miller_Hall | address | ""101 Ukrop Way"" && Alan_B._Miller_Hall | buildingStartDate | ""30 March 2007"" && Alan_B._Miller_Hall | currentTenants | Mason_School_of_Business && Alan_B._Miller_Hall | location | Williamsburg,_Virginia && Mason_School_of_Business | country | United_States","Construction on Alan B Miller Hall began on March 30th, 2007. The building was designed by Robert A. M. Stern. Alan B Miller Hall is located on 101 Ukrop Way in Williamsburg, Virginia, United States. The current tenant is the Mason School of Business."
311,DART,"Alan_B._Miller_Hall | address | ""101 Ukrop Way"" && Alan_B._Miller_Hall | buildingStartDate | ""30 March 2007"" && Alan_B._Miller_Hall | currentTenants | Mason_School_of_Business && Alan_B._Miller_Hall | location | Williamsburg,_Virginia && Mason_School_of_Business | country | United_States","The construction of Alan B. Miller Hall began on March 30th, 2007. Robert A. M. Stern designed the building. Alan B. Miller Hall is located at 101 Ukrop Way, Williamsburg, Virginia, United States and the current tenant is the Mason School of Business/."
312,DART,"Alan_B._Miller_Hall | address | ""101 Ukrop Way"" && Alan_B._Miller_Hall | buildingStartDate | ""30 March 2007"" && Alan_B._Miller_Hall | currentTenants | Mason_School_of_Business && Alan_B._Miller_Hall | location | Williamsburg,_Virginia && Mason_School_of_Business | country | United_States","The Alan B. Miller Hall, which is located at 101 Ukrop Way in Williamsburg, Virginia, USA, was designed by Robert A.M. Stern and began construction on the 30th of March 2007. The Mason School of Business are the current residents of the Hall."
313,DART,"Baku_Turkish_Martyrs'_Memorial | nativeName | ""Türk Şehitleri Anıtı""@en && Baku_Turkish_Martyrs'_Memorial | location | Azerbaijan && Baku_Turkish_Martyrs'_Memorial | nativeName | ""Türk Şehitleri Anıtı"" && Baku_Turkish_Martyrs'_Memorial | location | Azerbaijan","The Native name of the Baku Turkish Martyrs' Memorial is ""Türk Sehitleri Aniti"" which is located in Azerbaijan."
314,DART,"Baku_Turkish_Martyrs'_Memorial | nativeName | ""Türk Şehitleri Anıtı""@en && Baku_Turkish_Martyrs'_Memorial | location | Azerbaijan && Baku_Turkish_Martyrs'_Memorial | nativeName | ""Türk Şehitleri Anıtı"" && Baku_Turkish_Martyrs'_Memorial | location | Azerbaijan",The native name of the Baku Turkish Martyrs' Memorial is Turk Sehitleri Aniti located in Azerbaijan.
315,DART,"Baku_Turkish_Martyrs'_Memorial | nativeName | ""Türk Şehitleri Anıtı""@en && Baku_Turkish_Martyrs'_Memorial | location | Azerbaijan && Baku_Turkish_Martyrs'_Memorial | nativeName | ""Türk Şehitleri Anıtı"" && Baku_Turkish_Martyrs'_Memorial | location | Azerbaijan","The native name for the Baku Turkish Martyrs' Memorial is Turk Sehitleri Aniti, which is located in Baku, Azerbaijan."
316,DART,Sludge_metal | musicSubgenre | Southern_sludge && Sludge_metal | musicSubgenre | Southern_sludge,Sludge metal has a variety called southern sludge.
317,DART,Sludge_metal | musicSubgenre | Southern_sludge && Sludge_metal | musicSubgenre | Southern_sludge,Southern sludge is a subgenre of sludge metal.
318,DART,Sludge_metal | musicSubgenre | Southern_sludge && Sludge_metal | musicSubgenre | Southern_sludge,Southern sludge is a musical subgenre of sludge metal.
319,DART,"Olga_Bondareva | birthPlace | Leningrad,_USSR && Olga_Bondareva | birthDate | 1937-04-27 && Olga_Bondareva | knownFor | Bondareva–Shapley_theorem && Olga_Bondareva | birthName | ""Olga Nikolaevna Bondareva"" && Olga_Bondareva | almaMater | Leningrad_State_University","Olga Bondareva (born Olga Nikolaevna Bondareva, on April 27, 1937, in Leningrad, USSR) graduated from Leningrad State University and is known for Bondareva-Shapley theorem."
320,DART,"Olga_Bondareva | birthPlace | Leningrad,_USSR && Olga_Bondareva | birthDate | 1937-04-27 && Olga_Bondareva | knownFor | Bondareva–Shapley_theorem && Olga_Bondareva | birthName | ""Olga Nikolaevna Bondareva"" && Olga_Bondareva | almaMater | Leningrad_State_University","Olga Bondareva, born in Leningrad, USSR on the date April 27, 1937 as ""Olga Nikolaevna Bondareva"", is alumni of Leningrad State University and known for the Bondareva-Shapley theorem."
321,DART,"Olga_Bondareva | birthPlace | Leningrad,_USSR && Olga_Bondareva | birthDate | 1937-04-27 && Olga_Bondareva | knownFor | Bondareva–Shapley_theorem && Olga_Bondareva | birthName | ""Olga Nikolaevna Bondareva"" && Olga_Bondareva | almaMater | Leningrad_State_University","Olga Bondareva with birth name ""Olga Nikolaevna Bondareva"" was born in Leningrad, USSR on April 27, 1937. A Leningrad State University graduate, she is known for Bondareva-Shapley theorem."
322,DART,It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0 && It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0,"John Mills had a main role in the movie It's Great to Be Young which has taken 282,838 pounds at the box office."
323,DART,It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0 && It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0,"It's Great to Be Young is a 1956 film which received £282,838 and featured John Mills in the lead role."
324,DART,It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0 && It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0,"It's Great to Be Young is a 1956 film starring John Mills,and it cost £282,838."
325,DART,"11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | country | ""United States""","Located in Adams Country, Pennsylvania in the United States, the monument to the 11th Mississippi Infantry was erected in 2000. It is described as a contributing property. Cumberland County is to the north of Adams County."
326,DART,"11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | country | ""United States""","The 11th Mississippi Infantry Monument's located in the United States near Adams County, Pennsylvania. It falls under the category of Contributing property and was established in the year 2000. Adams County, Pennsylvania has Cumberland County, Pennsylvania to its north."
327,DART,"11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | country | ""United States""","The 11th Mississippi Infantry Monument was established in 2000 and is categorized as a Contributing Property. The monument is located in Adams County, Pennsylvania, USA and has Cumberland county, Pennsylvania to the north."
328,DART,"Bananaman | network | BBC && BBC | city | Broadcasting_House && Bananaman | starring | Bill_Oddie && Bananaman | lastAired | ""1986-04-15"" && Bananaman | broadcastedBy | BBC","Bananaman had as one of its stars Bill Oddie and was last aired on the 15/04/1986 on the BBC who are based at their headquarters, Broadcasting House in London."
329,DART,"Bananaman | network | BBC && BBC | city | Broadcasting_House && Bananaman | starring | Bill_Oddie && Bananaman | lastAired | ""1986-04-15"" && Bananaman | broadcastedBy | BBC","Bill Oddie starred in Bananaman which last aired on April 15th, 1986. The show was broadcast by the BBC which is based at Broadcasting House in London."
330,DART,"Bananaman | network | BBC && BBC | city | Broadcasting_House && Bananaman | starring | Bill_Oddie && Bananaman | lastAired | ""1986-04-15"" && Bananaman | broadcastedBy | BBC","The BBC, based at their home in Broadcasting House in London, broadcast Bananaman which last aired on 15/04/1986. Bill Oddie was a star of the show."
331,DART,English_Without_Tears | director | Harold_French && Terence_Rattigan | deathYear | 1977-01-01 && Harold_French | activeYearsStartYear | 1920-01-01 && English_Without_Tears | writer | Anatole_de_Grunwald && English_Without_Tears | writer | Terence_Rattigan,"Terence Rattigan, who died in 1977, wrote the film English Without Tears in co-authorship with Anatole de Grunwald. The film was directed by Harold French, an actor whose career began in 1920."
332,DART,English_Without_Tears | director | Harold_French && Terence_Rattigan | deathYear | 1977-01-01 && Harold_French | activeYearsStartYear | 1920-01-01 && English_Without_Tears | writer | Anatole_de_Grunwald && English_Without_Tears | writer | Terence_Rattigan,"The movie English Without Tears was written by Anatole de Grunwald and Terence Rattigan, who died in 1977, and directed by Harold French, who has been acting since 1920."
